Time Data,Headline
2024-04-17T18:38:14Z,Tesla Seeks to Revive Musk’s $47 Billion Pay Deal After Judge Says No
2024-04-17T10:29:39Z,Tesla Sets Up a New Showdown Over Elon Musk’s Pay
2024-04-16T17:55:00Z,Has Tesla Peaked?
2024-05-31T14:10:28Z,Elon Musk Lobbies on X for His $46.5 Billion Tesla Pay Package
2024-05-07T19:01:27Z,"With or Without Tesla, More E.V. Chargers Are Coming"
2024-05-04T09:04:41Z,Tesla Pullback Puts Onus on Others to Build Electric Vehicle Chargers
2024-06-14T14:01:23Z,How Tesla Shareholders Upheld Elon Musk’s Sky-High Pay
2024-06-14T12:03:25Z,What Elon Musk’s Convincing Win Means for Tesla
2024-06-14T11:04:37Z,Musk’s Tesla Pay Package Got Big Margin in Shareholder Vote
2024-06-13T21:13:08Z,Tesla Shareholders Approve Big Stock Package for Musk
2024-06-13T04:00:33Z,Tesla’s Nordic Shareholders Seek to Promote Workers’ Rights in Vote
2024-06-13T04:00:26Z,Tesla Share Price Is Its Own Referendum on Musk
2024-06-12T16:00:06Z,Tesla Investors to Decide if Musk Deserves $45 Billion Payday
2024-06-08T12:00:03Z,Tesla Shareholders Will Vote on Elon Musk’s Big Payday. What Happens Then?
2024-07-29T14:21:49Z,Elon Musk Says Robotaxis Are Tesla’s Future. Experts Have Doubts.
2024-07-24T12:36:52Z,Why Tesla Is Still Struggling
2024-07-23T20:11:38Z,Tesla’s Profit Fell 45% in the Second Quarter on Weak E.V. Sales
2024-07-09T18:29:11Z,Tesla’s Share of U.S. Electric Car Market Falls Below 50%
2024-07-06T09:00:21Z,"Two Young Drivers Take the Wheel. One, a Teen. The Other, a Tesla."
2024-07-02T13:15:01Z,Elon Musk’s Politics May Be Pushing Some Buyers Away From Tesla
2024-08-27T09:04:32Z,Tesla’s Rivals Still Can’t Use Its Superchargers
2024-08-20T14:26:38Z,Europe Slashes Tariffs for Tesla Vehicles Made in China
2024-08-02T18:30:25Z,Delaware Judge Questions Tesla About Vote on Elon Musk’s Tesla Pay
2024-09-18T12:00:08Z,G.M. Electric Vehicles Gain Access to Tesla Chargers
2024-10-29T15:54:30Z,How Elon Musk Might Use His Pull With Trump to Help Tesla
2024-10-23T20:30:33Z,Tesla Shares Jump 22% After Robust Profit Increases
2024-10-18T13:46:56Z,Tesla Self-Driving System Will Be Investigated by Safety Agency
2024-10-11T18:35:21Z,Tesla Loses Court Battle in Swedish Labor Dispute
2024-10-11T08:16:13Z,Elon Musk Unveils Tesla ‘Robotaxi’
2024-10-10T14:35:47Z,Elon Musk Shows Off Tesla ‘Robotaxi’ That Drives Itself
2024-10-02T13:07:01Z,"Tesla Sales Increase, Suggesting Electric Car Demand Is Rebounding"
2024-11-13T17:55:45Z,Tesla Issues Sixth Cybertruck Recall This Year
2024-11-07T10:30:03Z,"Let’s Discuss: ‘Two Young Drivers Take the Wheel. One, a Teen. The Other, a Tesla.’"
2024-11-06T15:06:59Z,Tesla’s Stock Jumps After Trump’s Victory
2024-12-27T15:02:18Z,Tesla Investors Are Still Bullish. Can Elon Musk Deliver?
2024-12-24T00:00:00Z,I Tried the Tesla of Induction Stoves. It Could Be the Future.
2024-12-11T10:00:56Z,"For Tesla Owners, a Referendum Through Bumper Stickers"
2024-12-03T12:42:37Z,Will Elon Musk Ever Collect His Full Tesla Pay Package?
2024-12-02T22:20:26Z,"Elon Musk’s $50 Billion Tesla Pay Can’t Be Reinstated, Delaware Judge Rules"
2025-01-31T05:01:05Z,Tesla and Chinese Carmakers Could See Windfall From E.U. Emissions Rules
2025-01-29T21:18:46Z,Tesla’s Profit Fell Sharply Last Year
2025-01-03T22:02:52Z,"Soldier in Tesla Blast Had PTSD and Feared U.S.‘Collapse,’ Officials Say"
2025-01-03T01:05:29Z,Soldier’s Bomb in Tesla Outside Trump Hotel Could Have Been More Lethal
2025-01-02T15:15:26Z,Tesla Annual Sales Slip for First Time as Competition Grows
2025-02-27T21:34:18Z,Tesla Fires a Manager Who Criticized Elon Musk on Social Media
2025-02-27T12:53:36Z,A Union Takes On Musk via Tesla’s Stock
2025-02-25T23:37:19Z,Tesla Shares Fall 8% as Post-Election Surge Dissipates
2025-02-25T10:24:23Z,Tesla Moves One Step Closer to Self-Driving Cars in China
2025-02-22T19:36:12Z,Tesla Is Again Showing Signs It Wants to Sell Cars in India
2025-02-13T14:21:34Z,State Dept. Suspends Plan to Buy Armored Teslas
2025-02-13T01:15:46Z,State Dept. Plans $400 Million Purchase of Armored Tesla Cybertrucks
2025-02-06T16:52:25Z,"As Musk Attacks Diversity, Tesla Addressed Racism Complaints"
2025-02-05T17:20:10Z,Tesla’s European Sales Drop in January After Musk Disrupts Politics There
2025-03-28T07:00:06Z,They Loved Their Teslas. Now They’re Too Embarrassed to Drive Them.
2025-03-27T22:03:32Z,Las Vegas Man Faces State and U.S. Arson Charges in Torching of Tesla Vehicles
2025-03-27T20:01:39Z,"Four Tesla Dealers Said They Sold 8,653 Cars in 3 Days in Canada. Did They?"
2025-03-27T19:21:45Z,Tesla Finds a Chef for Its Retro-Futuristic Diner in Los Angeles
2025-03-27T04:01:28Z,"As Musk Makes Some Headway in India, He Is Also Suing Its Government"
2025-03-26T23:18:52Z,Tariffs Could Give Tesla and Musk a Leg Up on Rivals
2025-03-26T14:59:35Z,Why Elon Musk and Tesla Have a Legal Bone to Pick With Wisconsin
2025-03-24T15:18:38Z,"Potatoes, Shrimp and Teslas: Exporters Vie to Shape Trump’s Tariffs"
2025-03-21T21:27:09Z,Trump Threatens to Jail Tesla Vandals in El Salvador Prisons
2025-03-21T04:33:41Z,Teslas Vandalized in Canada
2025-04-03T07:00:13Z,"A Swastika, a Tesla and a Debate Over the Limits of Hate Crime Law"
2025-04-02T09:03:28Z,Elon Musk Backlash Turns Into Global Sales Slump for Tesla
2025-04-02T07:00:10Z,N.Y. Lawmakers Fight Trump With a Proposal Targeting Elon Musk
2025-04-01T12:56:04Z,New York City Pension Funds Plan to Sue Tesla Over Musk’s DOGE Leadership
