Time Data,Headline
2010-05-18T00:00:00Z,"Qualcomm: Analysts' Upgrades, Downgrades"
2010-05-27T13:44:00Z,"Mad Money Lightning Round: Jim Discusses HUN, GTE, GILD, GS, BAX, CHU, WHR, OC, QCOM"
2010-06-08T20:00:00Z,"Very Important Positions to Hedge Funds (AAPL, BIDU, CIT, QQQ, JPM, INTC, QCOM, XRX)"
2010-07-12T00:00:00Z,"Cramer's Stop Trading!: Alcoa, Yum, Qualcomm"
2010-07-12T00:00:00Z,"Google, Qualcomm Boost Tech ETFs"
2010-07-21T00:00:00Z,Summary Box: Qualcomm 3Q Profit Rises 4 Percent
2010-07-22T12:43:00Z,"Benzinga’s Top Pre-Market NASDAQ Gainers (FFIV, QCOM, BIDU, HBAN)"
2010-07-22T17:43:00Z,"Afternoon Market Update (QCOM, MSFT, AAPL, ORCL, DELL, STI, JNS, KEY, FITB, BBT)"
2010-08-18T00:00:00Z,Qualcomm - Upgrades & Downgrades
2010-08-20T00:00:00Z,Qualcomm's Wireless India Venture Speeds Ahead
2010-08-20T14:06:00Z,Qualcomm Gearing up for India - Analyst Blog
2010-08-23T08:45:00Z,"Top 4 Stocks In The Semiconductor-Integrated Circuits Industry With The Highest Cash (QCOM, TSM, MRVL, BRCM)"
2010-09-10T15:50:00Z,"Friday's Mid-day Options Volume Leaders (C, AAPL, WEN, RIG, QCOM)"
2010-09-13T14:30:00Z,"Marvell, Atheros Weakest While Qualcomm is Strongest"
2010-09-15T12:01:00Z,Red Hat Enterprise Virtualization Selected by Qualcomm (RHT)
2010-09-16T00:03:00Z,Qualcomm Unveils TDD LTE Products - Analyst Blog
2010-09-17T11:36:00Z,Qualcomm Opts for Red Hat Platform - Analyst Blog
2010-09-17T12:03:00Z,"Zacks Analyst Blog Highlights: Qualcomm, China Mobile, MetroPCS Communications, Verizon Wireless and LM Ericsson Telephone Company   - Press Releases"
2010-09-22T23:16:00Z,"Fast Money Picks For September 23rd (QCOM, AAPL, VZ, STT, SLW, IWM, ADBE)"
2010-10-05T20:37:00Z,"Late Market Roundup (DAL, GOOG, ORCL, BAC, QCOM)"
2010-10-16T00:12:00Z,"Fast Money Picks For October 18th (JPM, QCOM, PM, ORCL, BRCM)"
2010-10-21T17:35:00Z,"FBR Capital Has Some Notes On The Chip Sector (QCOM, ATML)"
2010-10-28T09:06:00Z,"Top 4 Stocks In The Semiconductor-Integrated Circuits Industry With The Highest Dividend Yield (TSM, QCOM, MCRL, BRCM)"
2010-10-30T02:00:00Z,"Fast Money Traders Share Their Thoughts On KFT, CVS, ADM And QCOM"
2010-11-02T13:55:00Z,"FBR Out With Note On Semis (QCOM, ONNN, ATML, IRF)"
2010-11-03T08:16:00Z,"Earnings Scheduled For November 3 (WFMI, QCOM, TWX, MGM, NWS, PRU, AET, THG, CVS, IT, CAR, TAP, CHK)"
2010-11-04T08:05:00Z,"Stocks To Watch For November 4 (NWS, SBUX, WFMI, KFT, QCOM)"
2010-11-04T12:15:00Z,"Benzinga's Top Pre-Market NASDAQ Gainers (QCOM, AVII, YRCW, MU)"
2010-11-04T13:59:00Z,"MKM Partners Upgrades (QCOM, EOG)"
2010-11-05T16:24:00Z,"Zacks Analyst Blog Highlights: News Corporation, Time Warner, Dish Network Corporation, Cablevision Systems Corporation and Qualcomm  - Press Releases"
2010-11-15T15:30:00Z,"Zacks Bull and Bear of the Day Highlights: Deere & Co., Jacobs Engineering, General Motors, Ford Motor and Qualcomm  - Press Releases"
2010-11-15T16:23:00Z,"Monday's Mid-Day Options Volume Leaders (NVS, QCOM, F, AAPL, CSCO)"
2010-11-18T13:31:00Z,"Benzinga's Top Upgrades (QCOM, NTAP, BXP, STP)"
2010-11-18T13:48:00Z,"Qualcomm: Analysts' Upgrades, Downgrades"
2010-11-18T20:03:00Z,Qualcomm Provides a Rosy Outlook - Analyst Blog
2010-11-19T15:33:00Z,"Zacks Industry Outlook Highlights: Telephone & Data Systems Inc., Vodafone Group Plc., Shaw Communications Inc., Qualcomm Inc. and American Tower      ` - Press Releases"
2010-12-06T13:51:00Z,"FBR Out With Note On Chips (QCOM, MRVL, ATHR, AMD, SLAB)"
2010-12-29T09:00:00Z,"Top 4 NASDAQ Stocks In The Communication Equipment Industry With The Highest Dividend Yield (QCOM, APSG, TLAB, ADTN)"
2010-12-30T00:34:00Z,"Fast Money Picks For December 30th (SWN, MAS, MCP, MSFT, QCOM)"
2010-12-30T14:26:00Z,"Consumer Electronics Show: Tablets, Tablets, and Tablets Oh My! (AAPL, MSFT, QCOM, INTC)"
2011-01-04T00:00:00Z,"With Reported Qualcomm Bid, Atheros Stock Rises"
2011-01-04T00:00:00Z,DealBook: Qualcomm Nears Deal for Atheros
2011-01-04T22:08:00Z,Next Targets After Atheros-Qualcomm Tie Up
2011-01-04T23:50:00Z,"Fast Money Picks For January 5th (AM, HUI, QCOMM, FCX, CVI)"
2011-01-05T16:58:00Z,"Market Roundup (LCC, ATHR, QCOM, ADSK, FDO, BJ, DG, DLTR)"
2011-01-05T20:58:00Z,"Salesforce.com, Qualcomm: Tech Winners"
2011-01-06T20:03:00Z,Qualcomm Acquiring Atheros - Analyst Blog
2011-01-08T00:00:00Z,Qualcomm's Atheros Deal: Weekly Tech Recap
2011-01-10T13:51:00Z,"FBR Capital Increases Its Price Target on Silicon Labs, Qualcomm, ON Semiconductor, NVIDIA, Maxim Integrated (SLAB, QCOM, ONNN, NVDA, MXIM)"
2011-01-24T15:21:00Z,"FBR Capital's Semiconductor Trading Tidbits (TXN, SLAB, QCOM)"
2011-01-24T18:35:00Z,"Earnings Preview: Texas Instruments (TXN, QCOM, STM)"
2011-01-26T00:00:00Z,"Qualcomm, Netflix: After-Hours Trading"
2011-01-27T00:00:00Z,"Netflix, Qualcomm: Analysts' New Ratings"
2011-01-27T13:11:00Z,"Benzinga's Top Pre-Market NASDAQ Gainers (NFLX, NEI, QCOM, FLWS)"
2011-01-27T13:31:00Z,Blockbuster 1Q11 for Qualcomm - Analyst Blog
2011-01-27T15:30:00Z,"NASDAQ Stocks Hitting 52-Week Highs (QCOM, FCFS, GNTX, SXCI)"
2011-02-09T13:53:00Z,"J.P. Morgan Launches Monthly Communications Equipment Report (RVBD, ALU, QCOM, MMI)"
2011-02-14T14:24:00Z,"J.P. Morgan Comments On Qualcomm Nokia Strategy (QNOK, MSFT, QCOM)"
2011-02-16T13:19:00Z,"Benzinga's Top Upgrades (MMC, QCOM, HST, RIMM)"
2011-02-16T16:06:00Z,"Qualcomm Royalty Rates Improve, Capex Jump in 2011"
2011-02-23T00:18:00Z,"Fast Money Picks For February 23rd (MTL, FRO, TSL, ABT, QCOM)"
2011-03-02T00:56:00Z,"Mad Money Lightning Round OT: Cramer Is A Seller Of NOK (HK, NOK, SWKS, ARMH, MU, QCOM, BKS)"
2011-03-08T13:23:00Z,"Benzinga's Top Downgrades (QCOM, HOGS, ICE, BBBY)"
2011-03-09T00:00:00Z,Qualcomm Hikes Dividend - Analyst Blog
2011-03-10T07:32:00Z,"Mad Money Lightning Round: Cramer Likes MEMC Electronics (WFR, QCOM, BX, NBL, WTI, GLBL)"
2011-03-15T06:39:00Z,"Mad Money Lightning Round: Cramer Likes Salesforce.com (NVDA, CLNE, RF, HBAN, C, NXPI, XLNX, QCOM, SWKS, NKE, CRM)"
2011-03-21T12:25:00Z,"Benzinga's Top Upgrades (TGT, QCOM, SAFM, T)"
2011-03-22T12:44:00Z,"NXP Down 4% On Rumors iPhone Will Pick Qualcomm As NFC Chip (AAPL, QCOM, NXPI)"
2011-03-25T12:39:00Z,Oppenheimer Maintains OP Rating On QCOM
2011-03-28T14:09:00Z,"The Super Mario Trade (NTDOY, QCOM, TXN, STM)"
2011-04-04T17:26:00Z,"Another Boon For NFC? (S, NXPI, QCOM, VZ, T)"
2011-04-05T18:30:00Z,"Jim Cramer: ""I Don't Like Semis Here"" (TXN, NSM, QCOM)"
2011-04-13T14:07:00Z,"Top Percentage Gainers And Losers As Of 10 a.m. 4/13/2011 (ZOOM, QCOM, GRM, EROC, RVBD, QTM, INVE, MSB, CIGX, IDIX, OTIV)"
2011-04-14T00:00:00Z,Qualcomm Wins Chinese Contract - Analyst Blog
2011-04-19T00:00:00Z,Earnings Preview: Qualcomm Inc. - Analyst Blog
2011-04-20T04:24:00Z,"Earnings Scheduled For April 20 (ABT, NDAQ, MO, UNP, AAPL, MAR, T, QCOM, AXP, WFC, AMGN, FCX, AMR, YUM, ETFC, UTX)"
2011-04-20T23:41:00Z,"Fast Money Picks For April 21st (QCOM, MTL, WFC, CMI, BX, V)"
2011-04-21T00:00:00Z,"Apple, Qualcomm: New Targets, Estimates"
2011-04-21T00:52:00Z,"Technology running wild, AAPL & QCOM"
2011-04-21T15:44:00Z,"UBS Research Summary April 21 (AAPL, ATMI, ETN, EMC, QCOM, RAH, WLT, MAR, NFX)"
2011-04-25T00:00:00Z,"Insiders Trading QCOM, LBTYA, STAA, CRA"
2011-04-26T18:07:00Z,"Earnings Preview: Broadcom & How To Trade It (BRCM, QCOM, NXPI, TXN)"
2011-05-05T11:26:00Z,"Communications Equipment Stock Picks on 5/5/11- JNPR, COGO, TKLC, TLAB, NTGR, SONS, HRS, ALU, FNSR, KVHI, QCOM, RIMM, NOK, ALU, JDSU"
2011-05-11T12:06:00Z,"Kingtone Wirelessinfo Solution Holding to be Wireless Communication Partner of Qualcomm 2011 ""Wireless Reach"" Initiative in China"
2011-05-11T13:35:00Z,"The Digital Wallet Is Here: How To Play It (V, NXPI, MA, QCOM, AAPL, GOOG)"
2011-05-20T11:28:00Z,Nokia Says 1st Windows Phone 7 Devices To Use Qualcomm Chips -Bloomberg
2011-05-24T23:30:00Z,"Fast Money Picks For May 25th (PBR, SU, EBAY, QCOM, DELL, HPQ)"
2011-06-02T00:00:00Z,"Apple, Qualcomm: New Targets, Estimates"
2011-06-02T18:25:00Z,Qualcomm CEO Blames Nvidia for Delaying Debut of Android Tablets -Bloomberg
2011-06-03T04:37:00Z,"Mad Money Lightning Round: Cramer Likes Qualcomm, Goldcorp"
2011-06-13T00:00:00Z,"At Qualcomm, Rise of Founder’s Son Defies Hazards of Succession"
2011-06-21T00:00:00Z,"CarMax, Qualcomm: New Targets, Estimates"
2011-07-07T00:16:00Z,"Fast Money Picks For July 7th (MAR, KSU, QCOM, BRCM, PEP)"
2011-07-12T23:54:00Z,"Fast Money Picks For July 13th (QCOM, SLW, COV, SWN, SPY)"
2011-07-14T23:46:00Z,"Fast Money Picks For July 15th (QCOM, DELL, MCD, CROX, VCLK, YHOO)"
2011-07-15T13:49:00Z,"QUALCOMM Incorporated Earnings Preview: Analyts Expect Higher Earnings, Revenue from Prior Quarter"
2011-07-18T00:00:00Z,"Qualcomm, Nike: New Targets, Estimates"
2011-07-18T00:00:00Z,Earnings Preview: Qualcomm Inc. - Analyst Blog
2011-07-20T15:10:00Z,"QCOM Gap And Crap, Watch This Support Area"
2011-07-20T20:39:00Z,ParkerVision Sues Qualcomm for Patent Infringement Seeking Damages
2011-07-20T23:08:00Z,"Fast Money Picks For July 21st (QCOM, MCD, RHI, LVS, TCK)"
2011-07-21T12:38:00Z,ParkerVision Sues Qualcomm for Patent Infringement Seeking Damages and Injunctive Relief
2011-08-09T00:00:00Z,Earning Scorecard: Qualcomm Inc. - Analyst Blog
2011-09-01T00:00:00Z,"Qualcomm, Joy Global: New Targets, Estimates"
2011-09-07T11:30:00Z,Qualcomm to Acquire HQV and FRC Video Processing Assets from IDT
2011-09-08T00:00:00Z,Qualcomm Eyes IDTI Assets - Analyst Blog
2011-09-21T13:51:00Z,Hearing Chatter Qualcomm May Bid $17 For JDS Uniphase
2011-09-30T00:00:00Z,Qualcomm Collaborates with EDIMAX - Analyst Blog
2011-10-09T00:00:00Z,"Weekly Top Insider Sells? VRSK, JWN, DFS, AAPL and QCOM"
2011-10-13T16:39:00Z,"Hearing Wedge Saying Parts from Skyworks, Omnivision, Qualcomm, Triquint, Broadcom all in iPhone 4S"
2011-10-14T00:20:00Z,"Fast Money Picks For October 14th (QCOM, VLO, BP, STJ, MCD, GOOG, AAPL, TER)"
2011-10-16T00:00:00Z,"Weekly Top Insider Sells? FDO, QCOM, V, MCK, and SYK"
2011-10-18T00:00:00Z,"Analysts' Actions: C, IBM, HAL, BA, QCOM, WHR"
2011-10-28T19:39:00Z,"Earnings Preview: Qualcomm's EPS, Revenue Expected to Rise"
2011-11-01T00:00:00Z,"Cavium Should Be Bottoming Out (CAVM, CSCO, IBM, FFIV, EMC, JNPR, BRCM, QCOM, FSL)"
2011-11-03T12:32:00Z,UPDATE: Morgan Keegan Raises PT on Qualcomm to $68
2011-11-03T13:56:00Z,Why Qualcomm is the Future of Mobile Devices
2011-11-08T00:00:00Z,"Qualcomm Still Adds Up (QCOM, MSFT, AAPL, INTC, NOK, GOOG, BRCM)"
2011-11-08T12:32:00Z,Qualcomm Acquires HaloIPT Team and its Wireless Electric Vehicle Charging Technology
2011-11-10T00:00:00Z,"Leon Cooperman's Hedge Fund Omega Advisors Buys MHP, QCOM, MSFT, RIMM, EBAY, BSX"
2011-11-10T13:01:00Z,ParkerVision Retains McKool Smith as Lead Counsel in Patent Infringement Case Against Qualcomm
2011-11-16T00:00:00Z,"Wall Street Isn't Buying Nvidia's Story (NVDA, INTC, QCOM, BRCM, ARMH, IBM, AMD)"
2011-11-16T00:37:00Z,"Fast Money Picks For November 16th (QCOM, TGT, BRCD, TRLG)"
2011-11-16T17:58:00Z,Qualcomm: The King of 4G
2011-11-17T12:45:00Z,Goldman Sachs Maintains Buy Rating and $65 PT on QUALCOMM
2011-11-17T13:22:00Z,"FBR Capital Markets Reiterates Outperform, $75 PT on Qualcomm"
2011-11-17T16:47:00Z,Bullishness in the Air after Qualcomm's Analyst Day
2011-11-22T23:20:00Z,Qualcomm Receives Positive Mad Money/Jim Cramer Mention -CNBC
2011-11-23T00:00:00Z,"Marvel Starting To Get Interesting (MRVL, RIMM, BRCM, QCOM, TXN, WDC, CHL, STX, HIT)"
2011-11-28T13:51:00Z,Canaccord Maintains Buy Rating and $74 PT on Qualcomm
2011-11-30T13:44:00Z,Scotia Capital Initiates Qualcomm at Sector Outperform
2011-12-03T16:26:00Z,"Update to Names We Recommended Buying, CAT, INTC, CHK, SBUX, QCOM"
2011-12-06T15:13:00Z,"Cannaccord Reiterates Buy, $74 PT on Qualcomm"
2011-12-20T21:02:00Z,Dr. Irwin Jacobs to Retire from Qualcomm's Board of Directors
2011-12-23T11:53:00Z,"Qualcomm Announces FCC Approval of Sale of 700 MHz Spectrum Licenses to AT&T; Originally Announced for $1.925B, Now Subject to Conditions"
2011-12-23T15:07:00Z,FCC Approves Qualcomm Spectrum Sale to AT&T
2011-12-30T00:00:00Z,"2011 In Review - Semiconductors Get Chipped (INTC, ARMH, QCOM, ADI)"
2012-01-04T20:05:00Z,Disclosure Insight Publishes Negative Blog Post on Qualcomm
2012-01-10T00:00:00Z,Qualcomm CEO Lauds Microsoft Windows 8 For Mobile
2012-01-10T15:55:00Z,"Oppenheimer Maintains Outperform, $65 PT on QUALCOMM"
2012-01-13T12:59:00Z,"UPDATE: Morgan Stanley Maintains Overweight, Establishes PT of $65 on QUALCOMM"
2012-01-20T16:35:00Z,"Option Alert: Qualcomm April 47 Put; Block Trade, 27,500 Contracts"
2012-01-25T11:50:00Z,Morgan Stanley Maintains Overweight on QUALCOMM
2012-01-26T13:04:00Z,"Bank of America Maintains Buy, $65 PT on QUALCOMM"
2012-01-26T17:04:00Z,"Option Alert: Qualcomm April 52.50 Put; Block Trade, 6,300 Contracts"
2012-01-27T23:22:00Z,"Fast Money Picks For January 30th (QCOM, SBUX, WFT, RIMM)"
2012-01-31T00:00:00Z,Earnings Preview: Qualcomm Inc. - Analyst Blog
2012-02-01T00:00:00Z,"Everybody Loves Broadcom, And Maybe You Should Too (BRCM, QCOM, AAPL, CSCO)"
2012-02-01T00:00:00Z,Qualcomm Stock Rises 5% Late; Earnings Outlook Raised
2012-02-01T21:01:00Z,Qualcomm Spikes 4% Higher on Earnings
2012-02-01T21:01:00Z,Qualcomm Reports Q1 EPS $0.97 vs $0.90 Est; Revenues $4.68B vs $4.57B Est
2012-02-01T21:05:00Z,"QUALCOMM Jumps on Q1 Earnings, Increased Guidance"
2012-02-01T21:14:00Z,Qualcomm Rises 5% on Earnings
2012-02-01T21:27:00Z,Qualcomm Guides Q2 Revenue $4.6-5.0B vs $4.51B Est
2012-02-01T21:29:00Z,Qualcomm CEO Says Its Market Share Is Increasing -WSJ
2012-02-02T00:00:00Z,"Analysts' Actions: CMG, QCOM, DELL, BRCM"
2012-02-02T00:00:00Z,Qualcomm Stock Up Thursday; Analyst Sees Strong Year
2012-02-02T00:00:00Z,"Zacks Industry Outlook Highlights: Intel, Texas Instruments, Qualcomm and STMicroelectronics - Press Releases"
2012-02-02T00:00:00Z,Qualcomm Tops All Expectations - Analyst Blog
2012-02-02T12:17:00Z,From Earlier: Qualcomm Recommends Rejection of Below-Market Mini-Tender Offer by TRC Capital Corporation
2012-02-02T12:37:00Z,Morgan Stanley Reiterates Overweight on QUALCOMM
2012-02-02T13:25:00Z,Citigroup Raises PT on Qualcomm to $73
2012-02-02T13:28:00Z,Goldman Sachs Raises PT on Qualcomm to $72
2012-02-02T13:33:00Z,Piper Jaffray Raises PT on Qualcomm to $75
2012-02-02T14:18:00Z,UPDATE: Deutsche Bank Ups PT to $72 on QUALCOMM
2012-02-02T14:30:00Z,Qualcomm Hits 52-Week High of $61.07
2012-02-02T15:19:00Z,UPDATE: Oppenheimer Raises Price Target on Qualcomm to $70
2012-02-06T00:00:00Z,"Qualcomm's Growth Story Far From Over (QCOM, BRCM, TXN, MRVL)"
2012-02-06T00:00:00Z,Qualcomm Remains Neutral - Analyst Blog
2012-02-08T17:24:00Z,"Option Alert: Qualcomm April 67.5 Call; Block Trade, 6,500 Contracts"
2012-02-09T00:00:00Z,"PMC-Sierra May Have More Growth In Store (PMCS, LSI, IBM, BRCM, QCOM, MRVL, DELL)"
2012-02-09T18:25:00Z,Qualcomm Hits 52-Week High of $61.96
2012-02-15T13:02:00Z,ParkerVision Announces Markman Hearing in Patent Infringement Lawsuit Against Qualcomm
2012-02-16T00:00:00Z,"5 Stocks Hitting 52-Week Highs: QCOM, BBT, EAT, GRMN, CVS"
2012-02-16T00:00:00Z,"Zacks Releases Four Powerful ''Buy'' Stocks: Dell, Qualcomm, Prestige Brands and EnerSys - Press Releases"
2012-02-16T16:25:00Z,Qualcomm Hits 52-Week High of $62.00
2012-02-22T00:00:00Z,"The Zacks Analyst Blog Highlights: Equinix, AT&T, Verizon, Qualcomm and Apple - Press Releases"
2012-02-28T00:00:00Z,"Marvell Seems Cheap, But Long-Term Growth May Be A Concern (MRVL, LSI, QCOM, BRCM)"
2012-02-29T17:01:00Z,Qualcomm and Microsoft to Provide Developers with Snapdragon-Based Windows on ARM Test PCs
2012-03-06T00:00:00Z,"Stocks to Watch: Dick's, Qualcomm (Update 2)"
2012-03-06T12:31:00Z,Qualcomm Increases Quarterly Dividend by 16% and Announces New $4.0 Billion Stock Repurchase Program
2012-03-06T14:43:00Z,"Qualcomm Raises Dividend, Buys Back Shares"
2012-03-06T15:26:00Z,JP Morgan Reiterates Overweight on QUALCOMM
2012-03-06T15:30:00Z,"Morgan Keegan Maintains Qualcomm at Outperform, Raises PT from $67 to $69"
2012-03-06T15:54:00Z,UPDATE: Morgan Keegan Raises PT to $69 on QUALCOMM
2012-03-06T17:24:00Z,Qualcomm Announces $4 Billion Stock Buyback and 16% Dividend Increase
2012-03-06T17:35:00Z,Qualcomm Announces $4 billion Stock Buyback and 16% Dividend Increase
2012-03-07T16:14:00Z,"SemiAccurate: TSMC Suddenly Halts 28nm Production; Potentially Negative for NVDA, QCOM, ALTR, XLNX"
2012-03-07T18:37:00Z,Qualcomm Trading 1.7% Higher on Heavy Volume; Currently at $62.61
2012-03-07T20:31:00Z,"Trading Apple's Suppliers (BRCM, QCOM, SWKS, OVTI, NEON)"
2012-03-08T14:13:00Z,FBR: Quarter Tracking Well for QUALCOMM
2012-03-08T16:46:00Z,"Option Alert: Qualcomm April 67.5 Call; Block Trade, 7,000 Contracts"
2012-03-13T00:00:00Z,Qualcomm Chips Key To China Mobile iPhone Deal
2012-03-14T00:00:00Z,"If You Bought These Stocks 20 Years Ago, You'd Be Filthy Rich (KSU, MIDD, IIVI, EMC, QCOM)"
2012-03-15T14:20:00Z,"Hearing Susquehanna Saying BRCM, QCOM, CRUS, OVTI, TXN, AVGO, SWKS are in Apple's New iPad"
2012-03-15T18:18:00Z,"UPDATE: New iPad Includes Broadcom, Qualcomm Chips"
2012-03-16T00:00:00Z,"The Zacks Analyst Blog Highlights: Apple, QUALCOMM, Motorola Mobility Holdings, Microsoft and Dick's Sporting Goods - Press Releases"
2012-03-19T00:00:00Z,"5 Stocks Reach 52-Week Highs: QCOM, CBS, LVS, VRSN, EP"
2012-03-19T19:06:00Z,Samsung cuts Dependence on Qualcomm -Korea Times; Positive for Silicon Motion Tech
2012-03-20T00:00:00Z,"Investors Can Do Better Than Taiwan Semiconductor (TSM, ASML, BRCM, QCOM)"
2012-03-20T00:00:00Z,"Intel, Qualcomm, CA Are Dividend-Paying Techs"
2012-03-20T14:50:00Z,UPDATE: BMO Capital Markets Raises PT to $77 on Qualcomm
2012-03-21T14:56:00Z,JDS Uniphase Spokesperson Won't Comment on Rumor of Qualcomm Offer
2012-03-21T17:13:00Z,Qualcomm Spokesperson Declines Comment on Earlier Chatter of JDS Uniphase Offer
2012-03-26T10:22:00Z,"Morgan Stanley Maintains Qualcomm at Overweight, Raises PT from $65 to $78"
2012-03-26T12:11:00Z,UPDATE: Morgan Stanley Raises PT to $78 on Qualcomm
2012-03-28T10:04:00Z,"Deutsche Bank Maintains Qualcomm at Buy, Raises PT from $72 to $75"
2012-03-29T22:48:00Z,"Qualcomm's Dividend Raised, Up 900% Since 2003 Start"
2012-04-02T12:20:00Z,"Canaccord Maintains Qualcomm at Buy, Raises PT from $75 to $80"
2012-04-03T13:06:00Z,Qualcomm Raises Quarterly Cash Dividend to $0.25 from $0.22/Share
2012-04-10T11:53:00Z,UPDATE: Oppenheimer Raises Target on QUALCOMM to $75
