Time Data,Headline
2011-06-01T13:48:00Z,US Stocks Open Lower Following Poor ADP Data
2011-06-01T15:05:00Z,"ISM Manufacturing: Still in Expansion, But a Serious Drop (UPDATE: ADP Private Payrolls Increase Only 38K)"
2011-06-13T00:00:00Z,Glee's Dianna Agron sports giant headphones to chat on her mobile as she shoots down lesbian rumours Worn Likes Girls T-shirt
2011-06-15T19:13:00Z,ADP Hacked
2011-06-28T00:00:00Z,"ADP, Amdocs, Cree: Analysts New Ratings"
2011-06-28T10:43:00Z,"Jefferies Initiates Automatic Data Processing At Hold, $53 PT"
2011-06-28T11:38:00Z,Jefferies Initiates Coverage On Automatic Data Processing With Hold Rating
2011-07-06T14:20:00Z,ADP Teams With Hall of Fame Golfer Annika Sorenstam for Three-Year Marketing Partnership
2011-07-07T12:16:00Z,"UPDATE: U.S. Private-Sector Employment Increased by 157K Jobs in June, According to ADP National Employment Report"
2011-07-07T12:21:00Z,US Equity Markets Spiking Higher in Pre-Market Trading After ADP Employment Data
2011-07-07T16:55:00Z,Mid-Day Update: Positive ADP Jobs numbers sparks broad market rally
2011-07-20T12:21:00Z,"ADP Awarded Contract From Larimer County, Colorado for Integrated Human Capital Management Solution"
2011-07-25T18:20:00Z,"Automatic Data Processing Earnings Preview: Revenue, Earnings Expected to Fall from Previous Quarter"
2011-07-28T13:40:00Z,Automatic Data Processing Sees Profit Rise
2011-08-01T00:00:00Z,"ADP's EPS In Line, Beats Revenues - Analyst Blog"
2011-08-02T13:00:00Z,ADP Secures Multi-Year Deal With Alcoa for Sales and Use Tax Solution
2011-08-08T19:09:00Z,"S&P States that Recent US Downgrade Won't Affect Rating of these Six Top-Tier Companies: ADP, XOM, JNJ, MSFT, GE, GWW"
2011-09-02T00:00:00Z,tadpoles could hold link to cane toad demise
2011-09-14T20:07:00Z,ADP Acquires Asparity Decision Solutions; Terms Not Disclosed
2011-09-16T00:00:00Z,ADP Buys Asparity - Analyst Blog
2011-09-17T00:00:00Z,"Inside Kim Kardashian's fairytale wedding to Kris Humphries See her Vera Wang gown, $2.5m headpiece and that 6ft9 fiancé"
2011-09-26T14:42:00Z,Notable Call Options Activity in Automatic Data Processing
2011-09-30T00:00:00Z,"Insiders Trading AZO, ADPT, REN, CMLS"
2011-10-05T12:16:00Z,"UPDATE: U.S. Private-Sector Employment Increased by 91K Jobs in September, According to ADP National Employment Report"
2011-10-10T20:05:00Z,ADP Acquires The RightThing; Terms Not Disclosed
2011-10-13T00:00:00Z,ADP Buys TheRightThing - Analyst Blog
2011-10-18T00:00:00Z,ADP's Acquisition Spree Continues - Analyst Blog
2011-10-26T11:37:00Z,Automatic Data Processing Reports Q1 EPS $0.61 vs $0.61 Est; Revenues $2.5B vs $2.44B Est
2011-10-26T12:34:00Z,Higher Profit for Automatic Data Processing
2011-10-26T15:42:00Z,"Automatic Data Processing Earnings Preview: Analysts Expect Higher EPS, Revenue"
2011-10-26T19:47:00Z,Goldman Sachs Reiterates Neutral Rating on Automatic Data Processing
2011-10-27T00:00:00Z,ADP Reports In Line 1Q - Analyst Blog
2011-10-27T11:04:00Z,JP Morgan Raises PT on Automatic Data Processing to $58
2011-10-27T12:46:00Z,Oppenheimer Maintains Perform Rating on Automatic Data Processing
2011-10-27T12:50:00Z,UPDATE: JP Morgan Raises PT to $58 on Automatic Data Processing
2011-11-03T00:00:00Z,"I think there's something on your head, darling! The moment SJP points out Liz Hurley's extravagant headpiece after leaving hers at home"
2011-11-05T00:00:00Z,Stylish headphones are good on the go
2011-11-08T18:10:00Z,ADP Boosts Dividend by 10%
2011-11-09T00:00:00Z,"Tom Gayner Keeps Buying WMT, UPS, ADP, BUD, TEVA, MSFT and Keeps Selling DEO, DIS, GE, NVO, FNF"
2011-11-09T12:47:00Z,Carlos A. Rodriguez Promoted to CEO of ADP
2011-11-19T00:00:00Z,Headphones With Swagger (and Lots of Bass)
2011-11-19T00:00:00Z,Former ADP chief was arrested for criminal domestic violence just days before the company announced his retirement
2011-11-20T00:00:00Z,Headphones With Swagger (and Bass)
2011-11-28T13:23:00Z,"Goldman Sachs Reiterates Neutral, $50 PT on Automatic Data Processing"
2011-12-01T12:57:00Z,Shorts Need Not Apply – Bammm!!!  Central Banks Joint Action & Sharply Higher ADP Numbers
2011-12-19T16:34:00Z,Sony Headphones Might be the Best Stocking Stuffer for Music Lovers
2011-12-22T00:00:00Z,Automatic Data Processing Inc. (ADP) Dividend Stock Analysis
2012-01-05T00:00:00Z,Fanny Wang headphones pack big sound and price
2012-01-05T13:18:00Z,"UPDATE: U.S. Private-Sector Employment Increased by 325,000 Jobs in December -ADP"
2012-01-06T00:00:00Z,"The Zacks Analyst Blog Highlights: Automatic Data Processing, Tesoro, The Children's Place, Seagate Technology and Eastman Kodak - Press Releases"
2012-01-07T00:00:00Z,Man wearing headphones hit by trainafter walking onto tracks without hearing... and he survived
2012-01-16T00:00:00Z,"A Focus On Dividend Growth (WDTI, MCD, PEP, ADP, CVX)"
2012-01-17T00:00:00Z,headphone related deaths on the rise
2012-01-17T14:33:00Z,Automatic Data Processing Hits 52-Week High of $55.13
2012-01-18T14:36:00Z,Automatic Data Processing Hits 52-Week High of $55.86
2012-01-19T12:39:00Z,"UPDATE: Credit Suisse Upgrades Automatic Data Processing to Outperform, Raises Target to $65"
2012-01-19T14:30:00Z,Automatic Data Processing Hits 52-Week High of $56.69
2012-01-20T14:30:00Z,Automatic Data Processing Hits 52-Week High of $56.98
2012-01-23T00:00:00Z,Head to Head Battle of HR Outsourcing Providers - Paychex (PAYX) vs. Automatic Data Processing (ADP)
2012-01-25T00:00:00Z,ADP Matches Estimates in 2Q - Analyst Blog
2012-01-25T12:39:00Z,Automatic Data Processing Lowers 2012 EPS Growth Estimate to 8-9% vs 8-10% Prior
2012-01-25T14:04:00Z,Automatic Data Processing Reports Q2 EPS $0.68 vs $0.68 Est; Revenues $2.58B vs $2.58B Est
2012-01-26T10:53:00Z,Citigroup Downgrades Automatic Data Processing to Neutral
2012-01-26T11:16:00Z,"UPDATE: Citigroup Downgrades Automatic Data Processing to Neutral, Raises PT to $60"
2012-01-26T18:08:00Z,UPDATE: Goldman Sachs Raises PT to $53 on Automatic Data Processing
2012-02-01T13:15:00Z,"UPDATE: U.S. Private-Sector Employment Increased by 170,000 Jobs in January, According to ADP"
2012-02-02T00:00:00Z,"The Zacks Analyst Blog Highlights: Automatic Data Processing, Whirlpool, IAC Interactive, Amazon and NYSE Euronext - Press Releases"
2012-02-02T00:00:00Z,Another Acquisition for ADP - Analyst Blog
2012-02-03T00:00:00Z,"The Zacks Analyst Blog Highlights: Starwood Hotels & Resorts Worldwide, Marriott International, Automatic Data Processing, Paychex and Insperity - Press Releases"
2012-02-06T00:00:00Z,New headphones find the right ear
2012-02-13T00:00:00Z,Heady competition in high-end headphones
2012-02-24T00:00:00Z,Tip: Find affordable wireless headphones
2012-03-01T00:00:00Z,"New Ratings ( MAR, SYK, BLK, BEN, SVNT, ADP, V, MA, PAY, LIZ )"
2012-03-01T00:00:00Z,"Pitney Bowes: It's More Than A Value Trap (PBI, ADP, LXK, XRX, STMP)"
2012-03-01T15:53:00Z,"UBS Initiates Coverage on Automatic Data Processing at Buy, Announces PT of $63"
2012-03-07T11:29:00Z,US Stock Futures Up Ahead Of ADP Data
2012-03-07T13:16:00Z,UPDATE: U.S. Private-Sector Employment Increased by 216K Jobs in February -ADP
2012-03-08T14:01:00Z,ADP Signs Definitive Agreement to Acquire the Human Resource Solutions Subsidiary of SHPS; Terms Not Disclosed
2012-03-15T00:00:00Z,A Royal hat trick! Zara Phillips wears third splendid headpiece of the week as she glams up for horse races in hot pink pillbox
2012-03-23T00:00:00Z,No-one looking at the headphones! Kate Upton's curves prove distracting in new Skullcandy campaign Sizzles in a bikini
2012-03-30T00:00:00Z,"Is Paychex A Small Business Annuity? (PAYX, ADP, INTU, BAC)"
2012-04-04T12:16:00Z,"UPDATE: ADP U.S. Private-Sector Employment Increased by 209,000 Jobs in March"
2012-04-04T14:42:00Z,UPDATE: ADP Payroll Numbers Show Positive Trend in Labor Market
2012-04-05T00:00:00Z,ADP Buys SHPS Subsidiary - Analyst Blog
2012-04-30T00:00:00Z,Earnings Preview: ADP - Analyst Blog
2012-05-01T00:00:00Z,"ADP Ahead by a Penny, Revs In Line - Analyst Blog"
2012-05-01T11:36:00Z,Automatic Data Processing Reports Q3 EPS $0.92 vs $0.91 Est; Revenues $2.9B vs $2.92B Est
2012-05-02T00:00:00Z,"ADP estimates only 119,000 jobs added in April"
2012-05-02T00:00:00Z,"Stock Futures Lower Ahead of ADP. Stocks to Watch: AAPL, BAC, BRCM, CHRS, CHK, CMCSA, CVS, LVS, TRIP, WYNN"
2012-05-02T10:11:00Z,"Morgan Stanley Maintains Automatic Data Processing at Underweight, Raises PT from $50 to $54"
2012-05-02T10:28:00Z,US Stock Futures Down; ADP Data In Focus
2012-05-02T12:16:00Z,"UPDATE: U.S. Private-Sector Employment Increased by 119K Jobs in April, According to ADP National Employment Report"
2012-05-02T14:54:00Z,"UBS Maintains Automatic Data Processing at Buy, Lowers PT from $63 to $62"
2012-05-07T00:00:00Z,'Beats' headphone thefts on the rise throughout NYC
2012-05-07T00:00:00Z,"The Zacks Analyst Blog Highlights: ADP, Estee Lauder, AON, LinkedIn and Humana - Press Releases"
2012-05-07T00:00:00Z,"ADP A-OK ? And Everyone Knows It (ADP, PAYX, INTU, ATHN)"
2012-05-12T00:00:00Z,Products: Headphones mix and match
2012-05-24T12:50:00Z,ADP Guides Net Benefit from Client Funds Strategy $555-560M
2012-05-28T00:00:00Z,She's probably used to the noise! New mother Charlize Theron dons huge headphones as she arrives at airport Unlikely she gets much peace these days
2012-05-31T00:00:00Z,ADP's Solutions for Team National - Analyst Blog
2012-06-02T00:00:00Z,5 noise-canceling headphones
2012-06-14T00:00:00Z,Automatic Data Processing Inc. (ADP) Dividend Stock Analysis
2012-06-25T00:00:00Z,"Last chance to get your hands on Kate's hats! Two headpieces worn by Duchess of Cambridge set to smash $2,000 estimate as auction ends tomorrow"
2012-06-25T16:38:00Z,"Barclays Downgrades Automatic Data Processing from Overweight to Equal-weight, Maintains PT at $58"
2012-06-26T12:02:00Z,ADP Awarded Contract by HP to Deliver Applications System for Centralized Payroll and Time and Labor Management
2012-07-03T00:00:00Z,"Upcoming Technology Events You Need To Know This Week (ADP, SABA, XRTX, NTAP)"
2012-07-03T00:00:00Z,"Paychex Still In A Low Gear (PAYX, ADP, IBM, ACN)"
2012-07-05T00:00:00Z,"Forget Scouse brows, what about the plank, the tadpole and the happy brow? Women's eyebrows reveal EXACTLY where they are from"
2012-07-05T12:16:00Z,"UPDATE: ADP US Private-Sector Employment Increased by 176,000 Jobs in June"
2012-07-05T16:13:00Z,"Jefferies Reiterates Paychex, Automatic Data Processing Holds"
2012-07-06T13:38:00Z,Raymond James Downgrades Automatic Data Processing from Strong Buy to Outperform
2012-07-09T00:00:00Z,"Elderly couple don't notice burglar emptying their home of $20,000 in jewelry and cash... as they watch TV with headphones"
2012-07-09T00:00:00Z,"Elderly couple don’t notice burglar emptying their home of $20,000 in jewelry and cash as they watch TV with headphones"
2012-07-12T12:03:00Z,"ADP Awarded Human Capital Management Services Contract by City of Reno, Nevada"
2012-08-01T00:00:00Z,"ADP Meets Earnings, Misses Revenue - Analyst Blog"
2012-08-01T11:34:00Z,Automatic Data Processing Reports Q4 EPS $0.53 vs $0.53 Est; Revenues $2.64B vs $2.66B Est
2012-08-06T09:52:00Z,"Jefferies & Company Maintains Automatic Data Processing at Hold, Lowers PT from $56 to $55"
2012-08-06T13:33:00Z,UPDATE: Jefferies Lowers PT on Automatic Data Processing from $56 to $55
2012-08-13T15:33:00Z,"UBS Maintains Automatic Data Processing at Buy, Raises PT from $62 to $64"
2012-08-28T00:00:00Z,No-one's going to be looking at the headphones! Kate Upton strips off in a sizzling new shoot for Skullcandy Posed in her bikini
2012-09-12T00:00:00Z,Cramer's 6 Stocks in 60 Seconds: KSS ADP PCAR RBS TXN KMX
2012-09-12T10:14:00Z,"Jefferies & Company Downgrades Automatic Data Processing from Hold to Underperform, Maintains PT at $55"
2012-09-12T11:43:00Z,UPDATE: Jefferies Downgrades Automatic Data Processing to Underperform
2012-09-12T19:01:00Z,Skullcandy Falls Following Apple Headphone Announcement
2012-09-15T00:00:00Z,Monster headphones connect listeners
2012-09-21T00:00:00Z,"Sadjadpour, Hounshell: What if Israel bombs Iran?"
2012-09-25T00:00:00Z,"Will The Third Round Of Quantitative Easing Give Paychex More Than It Takes Away? (PAYX, ADP, INTU, CTAS)"
2012-09-25T15:43:00Z,"UBS Downgrades Automatic Data Processing from Buy to Neutral, Lowers PT from $64 to $59"
2012-09-28T00:00:00Z,hamadposter
2012-10-03T00:00:00Z,ADP Shows Modest Improvement - Analyst Blog
2012-10-03T00:00:00Z,Stock Futures Edge Slightly Higher After ADP
2012-10-03T10:19:00Z,US Stock Futures Slightly Higher Ahead Of ADP Report
2012-10-05T00:00:00Z,"Bull Vs. Bear - America Will See Another Recession Soon (ADP, GM, XLP, VPU)"
2012-10-05T09:52:00Z,"Goldman Sachs Upgrades Automatic Data Processing from Neutral to Buy, Raises PT from $53 to $68"
2012-10-05T11:16:00Z,UPDATE: Goldman Sachs Upgrades Automatic Data Processing to Buy on Cyclical Positioning
2012-10-05T12:39:00Z,Goldman Sachs Upgrades Automatic Data Processing from Neutral to Buy
2012-10-12T00:00:00Z,Automatic Data Processing (ADP) Dividend Stock Analysis 2012
2012-10-13T00:00:00Z,"New York cyclist caught skipping lights AND wearing headphones attempts to fight his huge $1,500 fine"
2012-10-17T00:00:00Z,Only she could upstage a supermodel! Helena Bonham Carter steals the limelight from Kate Moss at photography exhibition Wore wacky headpiece
2012-10-20T00:00:00Z,"News Parents: Doctors mistakenly declared Chicago boy dead     News Parents: Doctors mistakenly declared Chicago boy deadParents of an 8-year-old boy have sued a Chicago hospital, alleging doctors pronounced ...                                                                              Nation                                                                      3 hours, 24 minutes ago"
2012-10-21T00:00:00Z,"News Parents: Doctors mistakenly declared Chicago boy dead     News Parents: Doctors mistakenly declared Chicago boy deadParents of an 8-year-old boy have sued a Chicago hospital, alleging doctors pronounced ...                                                                              Nation                                                                      1 day, 2 hours ago"
2012-10-26T14:28:00Z,"Goldman Sachs Reiterates Buy Rating, $68 PT on Automatic Data Processing"
2012-11-01T00:00:00Z,"ADP Matches EPS, Beats Revenue Ests - Analyst Blog"
2012-11-01T11:46:00Z,Automatic Data Processing Reports Q1 EPS $0.62 vs $0.62 Est; Revenues $2.64B vs $2.63B Est
2012-11-01T11:55:00Z,ADP Announces Jan Siegmund as New CFO
2012-11-05T00:00:00Z,Cramer's 6 Stocks in 60 Seconds: ADP CSCO NRG QCOM UNH BMRN (Update1)
2012-11-05T00:00:00Z,Cramer's 6 Stocks in 60 Seconds: ADP CSCO NRG QCOM UNH BMRN
2012-11-06T13:42:00Z,ADP to Sell ADP Taxware to Vista Equity
2012-11-13T14:01:00Z,ADP Raises Qtr. Dividend from $0.395 to $0.435/Share
2012-12-01T00:00:00Z,Dr. Dre's headphone empire puts him at top of highest paid musicians in 2012 as he rakes in $100m in a year
2012-12-03T00:00:00Z,victoria bans pokies with headphones
2012-12-03T15:05:00Z,Skullcandy a Buy on Headphone Demand?
2012-12-05T00:00:00Z,Stock Futures Hold Gains After ADP Data
2012-12-05T11:03:00Z,US Stock Futures Up Ahead Of ADP Employment Data
2012-12-13T00:00:00Z,Automatic Data Processing Inc. (ADP) Dividend Stock Analysis
2012-12-19T16:00:00Z,Automatic Data Processing Spikes Lower
2013-01-03T00:00:00Z,"ADP Provided Markets a Welcome +215,000 December Jobs Number This Morning. - Real Time Insight"
2013-01-09T00:00:00Z,"Money ‘Gangnam’ star Psy to star in Super Bowl ad     Money ‘Gangnam’ star Psy to star in Super Bowl adPsy, star of the 'Gangnam Style' YouTube  video, will star in a Super Bowl commercial.                                                                              Business                                                                      5 hours, 21 minutes ago"
2013-01-09T00:00:00Z,Headphone Lifestyle On Display At CES In Las Vegas
2013-01-11T00:00:00Z,"Ultra HDTV, 3D Printers, Headphones Big At 2013 CES"
2013-01-13T00:00:00Z,Theater Review | 'Ruff': A Deadpan Look at Life Before and After a Stroke
2013-01-28T00:00:00Z,"PETA uses Manti Te’o in faux-chicken adPETA uses Manti Te’o in faux-chicken adPETA has plans for a Super Bowl billboard using Manti Te'o to plug faux-chicken recipes.                                                                              Game On                                                                      3 hours, 17 minutes ago"
2013-01-30T11:00:00Z,"US Stock Futures Flat Ahead Of ADP Report, GDP Data"
2013-02-05T12:30:00Z,"Automatic Data Processing, Inc. Reports Q2 EPS of $0.72 vs $0.71 Est; Revenue of $2.75B vs $2.72B Est"
2013-02-06T12:50:00Z,"Credit Suisse Maintains Outperform on Automatic Data Processing, Inc., Raises PT to $67.00"
2013-02-06T12:57:00Z,"BMO Capital Maintains Outperform on Automatic Data Processing, Inc., Lowers PT to $65.00"
2013-02-06T19:00:00Z,UPDATE: BMO Capital Markets Cuts PT to $65 on Automatic Data Processing Following FQ2 Earnings
2013-02-10T00:00:00Z,"Reviewed.com: Harman headphones may be good for travelReviewed.com: Harman headphones may be good for travelReviewed.com sizes up the Harman Kardon NC headphones, which may be a hit with travelers.                                                                              Personal Tech                                                                          8 hours, 49 minutes ago"
2013-02-14T00:00:00Z,rattenbury moves to ban headphones on pokies
